Date,Action,Ticker
2021-08-30,Added,TECH
2021-07-21,Removed,ALXN
2021-07-21,Added,MRNA
2021-06-04,Removed,HFC
2021-06-03,Added,OGN
2021-05-14,Added,CRL
2021-05-14,Removed,FLIR
2021-04-20,Added,PTC
2021-04-20,Removed,VAR
2021-03-22,Added,GNRC
2021-03-22,Removed,VNT
2021-03-22,Added,CZR
2021-03-22,Removed,XRX
2021-03-22,Removed,FLS
2021-03-22,Removed,SLG
2021-03-22,Added,PENN
2021-03-22,Added,NXPI
2021-02-12,Added,MPWR
2021-02-12,Removed,FTI
2021-01-21,Added,TRMB
2021-01-21,Removed,CXO
2021-01-07,Removed,TIF
2021-01-07,Added,ENPH
2020-12-21,Removed,AIV
2020-12-21,Added,TSLA
2020-10-12,Removed,NBL
2020-10-09,Added,VNT
2020-10-07,Added,POOL
2020-10-07,Removed,ETFC
2020-09-21,Removed,COTY
2020-09-21,Removed,KSS
2020-09-21,Added,CTLT
2020-09-21,Added,TER
2020-09-21,Removed,HRB
2020-09-21,Added,ETSY
2020-06-22,Added,BIO
2020-06-22,Removed,ADS
2020-06-22,Added,TDY
2020-06-22,Removed,HOG
2020-06-22,Added,TYL
2020-06-22,Removed,JWN
2020-05-22,Added,WST
2020-05-22,Removed,HP
2020-05-12,Added,DXCM
2020-05-12,Removed,AGN
2020-05-12,Added,DPZ
2020-05-12,Removed,CPRI
2020-04-06,Removed,RTN
2020-04-06,Removed,M
2020-04-03,Added,OTIS
2020-04-03,Added,CARR
2020-04-01,Added,HWM
2020-04-01,Removed,ARNC
2020-03-02,Added,IR
2020-03-02,Removed,XEC
2020-01-28,Added,PAYC
2020-01-28,Removed,WCG
2019-12-23,Removed,TRIP
2019-12-23,Removed,MAC
2019-12-23,Added,STE
2019-12-23,Added,ZBRA
2019-12-23,Removed,AMG
2019-12-23,Added,LYV
2019-12-09,Added,ODFL
2019-12-09,Removed,STI
2019-12-05,Added,WRB
2019-12-05,Removed,VIAB
2019-11-21,Added,NOW
2019-11-21,Removed,CELG
2019-10-03,Removed,NKTR
2019-10-03,Added,LVS
2019-09-26,Added,NVR
2019-09-26,Removed,JEF
2019-09-23,Added,CDW
2019-09-23,Removed,TSS
2019-08-09,Added,LDOS
2019-08-09,Removed,APC
2019-08-09,Added,IEX
2019-08-09,Removed,FL
2019-07-15,Removed,RHT
2019-07-15,Added,TMUS
2019-07-01,Added,MKTX
2019-07-01,Removed,LLL
2019-06-11,Added,AMCR
2019-06-11,Removed,BMS
2019-06-07,Added,BMS
2019-06-07,Removed,MAT
2019-06-03,Added,DD
2019-06-03,Removed,DWDP
2019-06-03,Added,CTVA
2019-06-03,Removed,FLR
2019-04-02,Removed,BHF
2019-04-02,Added,DOW
2019-03-19,Added,FOXA
2019-03-19,Removed,FOXA
2019-03-19,Added,FOX
2019-03-19,Removed,FOX
2019-02-27,Added,WAB
2019-02-27,Removed,GT
2019-02-15,Added,ATO
2019-02-15,Removed,NFX
2019-01-18,Removed,PCG
2019-01-18,Added,TFX
2019-01-02,Added,FRC
2019-01-02,Removed,SCG
2018-12-24,Added,CE
2018-12-24,Removed,ESRX
2018-12-03,Added,LW
2018-12-03,Removed,COL
2018-12-03,Added,MXIM
2018-12-03,Removed,AET
2018-12-03,Added,FANG
2018-12-03,Removed,SRCL
2018-11-13,Removed,EQT
2018-11-13,Added,JKHY
2018-11-06,Removed,CA
2018-11-06,Added,KEYS
2018-10-11,Added,FTNT
2018-10-11,Removed,EVHC
2018-10-01,Added,ROL
2018-10-01,Removed,ANDV
2018-09-14,Added,WCG
2018-09-14,Removed,XL
2018-08-28,Added,ANET
2018-08-28,Removed,GGP
2018-07-02,Removed,DPS
2018-07-02,Added,CPRT
2018-06-20,Added,FLT
2018-06-20,Removed,TWX
2018-06-18,Added,BR
2018-06-18,Removed,RRC
2018-06-18,Added,HFC
2018-06-18,Removed,AYI
2018-06-07,Added,TWTR
2018-06-07,Removed,MON
2018-06-05,Removed,NAVI
2018-06-05,Added,EVRG
2018-05-31,Added,ABMD
2018-05-31,Removed,WYN
2018-04-04,Added,MSCI
2018-04-04,Removed,CSRA
2018-03-19,Added,TTWO
2018-03-19,Removed,SIG
2018-03-19,Added,SIVB
2018-03-19,Removed,PDCO
2018-03-19,Added,NKTR
2018-03-19,Removed,CHK
2018-03-07,Removed,SNI
2018-03-07,Added,IPGP
2018-01-03,Added,HII
2018-01-03,Removed,BCR
2017-10-13,Added,NCLH
2017-10-13,Removed,LVLT
2017-09-18,Added,CDNS
2017-09-18,Removed,SPLS
2017-09-01,Removed,DOW
2017-09-01,Removed,DD
2017-09-01,Added,SBAC
2017-09-01,Added,DWDP
2017-08-29,Added,Q
2017-08-29,Removed,WFM
2017-08-08,Added,BHF
2017-08-08,Removed,AN
2017-07-26,Removed,MUR
2017-07-26,Removed,RAI
2017-07-26,Added,MGM
2017-07-26,Removed,MNK
2017-07-26,Added,RMD
2017-07-26,Added,PKG
2017-07-26,Removed,BBBY
2017-07-26,Added,AOS
2017-07-26,Removed,RIG
2017-07-26,Added,DRE
2017-07-07,Added,BKR
2017-07-07,Removed,BHI
2017-06-19,Removed,MJN
2017-06-19,Added,RE
2017-06-19,Added,ANSS
2017-06-19,Removed,R
2017-06-19,Removed,TDC
2017-06-19,Added,HLT
2017-06-19,Added,ALGN
2017-06-19,Removed,YHOO
2017-06-02,Added,INFO
2017-06-02,Removed,TGNA
2017-04-05,Added,IT
2017-04-05,Removed,DNB
2017-04-04,Added,DXC
2017-04-04,Removed,SWN
2017-03-20,Removed,FSLR
2017-03-20,Added,ARE
2017-03-20,Removed,FTR
2017-03-20,Added,RJF
2017-03-20,Added,AMD
2017-03-20,Removed,URBN
2017-03-16,Added,SNPS
2017-03-16,Removed,HAR
2017-03-13,Added,DISH
2017-03-13,Removed,LLTC
2017-03-02,Added,REG
2017-03-02,Removed,ENDP
2017-03-01,Removed,PBI
2017-03-01,Added,CBOE
2017-02-28,Added,INCY
2017-02-28,Removed,SE
2017-01-05,Added,IDXX
2017-01-05,Removed,STJ
2016-12-02,Added,MAA
2016-12-02,Removed,OI
2016-12-02,Added,EVHC
2016-12-02,Removed,LM
2016-11-01,Added,ARNC
2016-11-01,Removed,AA
2016-09-30,Removed,DO
2016-09-30,Added,COTY
2016-09-22,Added,COO
2016-09-22,Removed,HOT
2016-09-08,Added,CHTR
2016-09-08,Removed,EMC
2016-09-06,Added,MTD
2016-09-06,Removed,TYC
2016-07-05,Added,FTV
2016-07-05,Removed,CPGX
2016-07-01,Removed,TE
2016-07-01,Added,ALB
2016-07-01,Removed,GAS
2016-07-01,Added,LNT
2016-06-22,Added,FBHS
2016-06-22,Removed,CVC
2016-06-03,Added,TDG
2016-06-03,Removed,BXLT
2016-05-31,Added,AJG
2016-05-31,Removed,CCE
2016-05-23,Added,LKQ
2016-05-23,Removed,ARG
2016-05-18,Added,DLR
2016-05-18,Removed,TWC
2016-05-13,Added,ALK
2016-05-13,Removed,SNDK
2016-05-03,Removed,ADT
2016-05-03,Added,AYI
2016-04-25,Added,GPN
2016-04-25,Removed,GME
2016-04-18,Added,ULTA
2016-04-18,Removed,THC
2016-04-08,Added,UA
2016-04-04,Added,FL
2016-04-04,Removed,CAM
2016-03-30,Removed,ESV
2016-03-30,Added,CNC
2016-03-30,Removed,POM
2016-03-30,Added,HOLX
2016-03-07,Added,UDR
2016-03-07,Removed,GMCR
2016-03-04,Added,AWK
2016-03-04,Removed,CNX
2016-02-22,Added,CXO
2016-02-22,Removed,PCL
2016-02-01,Removed,BRCM
2016-02-01,Added,FRT
2016-02-01,Removed,PCP
2016-02-01,Added,CFG
2016-01-19,Added,EXR
2016-01-19,Removed,ACE
2016-01-05,Added,WLTW
2016-01-05,Removed,FOSL
2015-12-29,Added,CHD
2015-12-29,Removed,ALTR
2015-12-15,Removed,CMCSK
2015-12-01,Added,CSRA
2015-12-01,Removed,CSC
2015-11-19,Removed,SIAL
2015-11-19,Added,ILMN
2015-11-18,Added,SYF
2015-11-18,Removed,GNW
2015-11-02,Added,HPE
2015-11-02,Removed,HCBK
2015-10-07,Added,VRSK
2015-10-07,Removed,JOY
2015-09-18,Added,CMCSK
2015-09-18,Added,FOX
2015-09-18,Added,NWS
2015-09-02,Removed,HSP
2015-09-02,Added,UAL
2015-08-28,Added,ATVI
2015-08-28,Removed,PLL
2015-07-29,Added,SIG
2015-07-29,Removed,DTV
2015-07-20,Added,PYPL
2015-07-20,Removed,NE
2015-07-08,Added,AAP
2015-07-08,Removed,FDO
2015-07-06,Added,KHC
2015-07-06,Removed,KRFT
2015-07-02,Removed,ATI
2015-07-02,Added,CPGX
2015-07-01,Removed,TEG
2015-07-01,Added,BXLT
2015-07-01,Removed,QEP
2015-07-01,Added,JBHT
2015-06-11,Added,QRVO
2015-06-11,Removed,LO
2015-04-07,Added,O
2015-04-07,Removed,WIN
2015-03-23,Added,SLG
2015-03-23,Removed,AVP
2015-03-23,Added,HBI
2015-03-23,Removed,NBR
2015-03-23,Added,EQIX
2015-03-23,Removed,DNR
2015-03-23,Removed,AGN
2015-03-23,Added,AAL
2015-03-18,Added,HSIC
2015-03-18,Removed,CFN
2015-03-12,Added,SWKS
2015-03-12,Removed,PETM
2015-01-27,Removed,COV
2015-01-27,Added,ENDP
2015-01-27,Removed,SWY
2015-01-27,Added,HCA
2014-12-05,Removed,BMS
2014-12-05,Added,RCL
2014-11-05,Added,LVLT
2014-11-05,Removed,JBL
2014-09-20,Added,URI
2014-09-20,Removed,BTU
2014-09-20,Added,UHS
2014-09-20,Removed,GHC
2014-08-18,Added,MNK
2014-08-18,Removed,RDC
2014-08-06,Added,DISCK
2014-07-02,Removed,X
2014-07-02,Added,MLM
2014-07-01,Added,AMG
2014-07-01,Removed,FRX
2014-06-20,Added,XEC
2014-06-20,Removed,IGT
2014-05-08,Added,AVGO
2014-05-08,Removed,LSI
2014-05-01,Added,NAVI
2014-05-01,Removed,SLM
2014-05-01,Removed,BEAM
2014-05-01,Added,UA
2014-04-03,Added,GOOGL
2014-04-02,Added,ESS
2014-04-02,Removed,CLF
2014-03-21,Added,GMCR
2014-03-21,Removed,WPX
2014-01-24,Added,TSCO
2014-01-24,Removed,LIFE
2013-12-23,Removed,JDSU
2013-12-23,Removed,TER
2013-12-23,Added,FB
2013-12-23,Added,MHK
2013-12-23,Removed,ANF
2013-12-23,Added,ADS
2013-12-10,Added,GGP
2013-12-10,Removed,MOLX
2013-12-02,Added,ALLE
2013-12-02,Removed,JCP
2013-11-13,Added,KORS
2013-11-13,Removed,NYX
2013-10-29,Removed,DELL
2013-10-29,Added,RIG
2013-09-20,Added,VRTX
2013-09-20,Removed,AMD
2013-09-20,Added,AME
2013-09-20,Removed,SAI
2013-09-10,Added,DAL
2013-09-10,Removed,BMC
2013-07-08,Added,NLSN
2013-07-08,Removed,S
2013-07-01,Removed,APOL
2013-07-01,Added,NWSA
2013-06-21,Added,ZTS
2013-06-21,Removed,FHN
2013-06-06,Added,GM
2013-06-06,Removed,HNZ
2013-05-23,Added,KSU
2013-05-23,Removed,DF
2013-05-08,Added,MAC
2013-05-08,Removed,CVH
2013-04-30,Added,REGN
2013-04-30,Removed,PCS
2013-02-15,Removed,BIG
2013-02-15,Added,PVH
2013-01-02,Removed,FII
2013-01-02,Added,ABBV
2012-12-21,Added,DLPH
2012-12-21,Removed,TIE
2012-12-11,Added,GRMN
2012-12-11,Removed,RRD
2012-12-03,Added,DG
2012-12-03,Removed,CBE
2012-10-10,Added,PETM
2012-10-10,Removed,SUN
2012-10-02,Added,MDLZ
2012-10-02,Removed,KFT
2012-10-02,Added,KRFT
2012-10-02,Removed,ANR
2012-10-01,Added,ADT
2012-10-01,Removed,LXK
2012-10-01,Added,PNR
2012-10-01,Removed,DV
2012-09-05,Added,LYB
2012-09-05,Removed,SHLD
2012-07-31,Removed,GR
2012-07-31,Added,ESV
2012-07-02,Added,STX
2012-07-02,Removed,PGN
2012-06-29,Added,MNST
2012-06-29,Removed,SLE
2012-06-05,Added,LRCX
2012-06-05,Removed,NVLS
2012-05-21,Added,ALXN
2012-05-21,Removed,MMI
2012-05-17,Added,KMI
2012-05-17,Removed,EP
2012-04-23,Added,PSX
2012-04-23,Removed,SVU
2012-04-03,Removed,MHS
2012-04-03,Added,FOSL
2012-03-13,Added,CCI
2012-03-13,Removed,CEG
2011-12-31,Added,WPX
2011-12-31,Removed,CPWR
2011-12-20,Added,TRIP
2011-12-20,Removed,TLAB
2011-12-16,Removed,WFR
2011-12-16,Added,DLTR
2011-12-16,Removed,MWW
2011-12-16,Added,PRGO
2011-12-16,Added,BWA
2011-12-16,Removed,AKS
2011-12-12,Added,GAS
2011-12-12,Removed,GAS
2011-11-18,Added,CBE
2011-11-18,Removed,JNS
2011-10-31,Added,XYL
2011-10-31,Removed,ITT
2011-10-14,Added,TEL
2011-10-14,Removed,CEPH
2011-09-23,Removed,NSM
2011-09-23,Added,MOS
2011-07-05,Added,ACN
2011-07-05,Removed,MI
2011-06-30,Added,MPC
2011-06-30,Removed,RSH
2011-06-01,Added,ANR
2011-06-01,Removed,MEE
2011-04-27,Added,CMG
2011-04-27,Removed,NOVL
2011-04-01,Removed,GENZ
2011-04-01,Added,BLK
2011-03-31,Added,EW
2011-03-31,Removed,Q
2011-02-28,Added,COV
2011-02-28,Removed,MFE
2011-02-25,Added,JOYG
2011-02-25,Removed,AYE
2011-01-03,Added,MMI
2011-01-03,Removed,MDP
2010-12-17,Added,NFLX
2010-12-17,Removed,NYT
2010-12-17,Added,NFX
2010-12-17,Removed,ODP
2010-12-17,Added,FFIV
2010-12-17,Removed,EK
2010-12-17,Removed,KG
2010-12-17,Added,CVC
2010-11-17,Added,IR
2010-11-17,Removed,PTV
2010-08-26,Added,TYC
2010-08-26,Removed,SII
2010-07-14,Removed,MIL
2010-07-14,Added,CB
2010-06-30,Removed,STR
2010-06-30,Added,QEP
2010-06-28,Added,KMX
2010-06-28,Removed,XTO
2010-04-29,Added,CERN
2010-04-29,Removed,BJS
2010-02-26,Added,HP
2010-02-26,Removed,RX
2009-12-18,Removed,KBH
2009-12-18,Removed,MBI
2009-12-18,Added,ROST
2009-12-18,Removed,CVG
2009-12-18,Added,SAI
2009-12-18,Removed,CIEN
2009-12-18,Added,CLF
2009-12-18,Removed,DYN
2009-12-18,Added,MJN
2009-12-18,Added,V
2009-11-03,Added,PCLN
2009-11-03,Removed,SGP
2009-09-28,Removed,CBE
2009-09-28,Added,ARG
2009-08-19,Removed,CTX
2009-08-19,Added,FMC
2009-06-29,Added,PCS
2009-06-25,Removed,TEL
2009-06-05,Added,FTI
2009-06-05,Removed,COV
2009-03-03,Added,HRL
2009-03-03,Removed,ACAS
2009-03-03,Added,VTR
2009-03-03,Removed,JNY
2008-12-31,Removed,WB
2008-12-31,Added,OI
2008-09-16,Removed,LEH
2008-09-16,Added,HRS
2008-09-12,Added,CRM
2008-09-12,Removed,FRE
2008-09-12,Added,FAST
2008-09-12,Removed,FNM
2008-07-01,Added,AKS
2008-07-01,Removed,CFC
2008-06-23,Removed,BC
2008-06-23,Removed,OMX
2008-06-23,Added,MEE
2008-06-23,Added,COG
2008-06-10,Added,LO
2008-06-10,Removed,ABK
2007-12-20,Added,RRC
2007-12-20,Removed,TRB
2007-12-13,Added,GME
2007-12-13,Removed,DJ
2007-10-26,Added,JEC
2007-10-26,Removed,AV
2007-10-02,Removed,SLR
2007-10-02,Added,EXPE
2007-10-01,Added,TDC
2007-10-01,Removed,NCR
2007-09-27,Added,TSO
2007-09-27,Removed,MXIM
2007-09-26,Added,ICE
2007-09-26,Removed,FDC
2007-08-24,Added,LUK
2007-08-24,Removed,KSE
2007-07-02,Added,DFS
2007-07-02,Removed,ADCT
2007-03-30,Removed,TSG
2007-03-30,Added,KFT
2007-01-10,Added,AVB
2007-01-10,Removed,SBL
2006-06-02,Added,JNPR
2006-06-02,Removed,ABS
2005-11-18,Added,AMZN
2005-11-18,Removed,T
2005-07-01,Added,STZ
2005-07-01,Removed,GLK
2003-09-25,Added,ESRX
2003-09-25,Removed,QTRN
2000-12-05,Added,AYE
2000-12-05,Removed,CCK
2000-12-05,Added,ABK
2000-12-05,Removed,GRA
2000-12-05,Added,INTU
2000-12-05,Removed,OI
2000-12-05,Added,SBL
2000-12-05,Removed,BS
2000-07-27,Added,JDSU
2000-07-27,Removed,RAD
2000-06-12,Removed,TMC
2000-06-12,Added,CVG
2000-06-07,Added,SBUX
2000-06-07,Removed,SMS
1999-12-08,Added,YHOO
1999-12-08,Removed,LDW
1999-06-09,Added,WLP
1999-06-09,Removed,HPH
1999-04-12,Added,ACT
1998-12-11,Removed,SUN
1998-12-11,Added,CPWR
1998-12-11,Removed,GRN
1998-12-11,Added,CCL
1998-12-11,Removed,AN
1998-12-11,Added,FSR
1997-06-17,Added,CCR
1997-06-17,Removed,USL
1994-09-30,Added,NCC
1994-09-30,Removed,MCK
1976-07-01,Added,BUD
1976-07-01,Removed,HNG
1976-07-01,Added,DIS
1976-07-01,Removed,AYE
